A.C.A.A	A.C.A.C	A.C.A.G	A.C.A.T	C.C.A.A	C.C.A.C	C.C.A.G	C.C.A.T	G.C.A.A	G.C.A.C	G.C.A.G	G.C.A.T	T.C.A.A	T.C.A.C	T.C.A.G	T.C.A.T	A.C.G.A	A.C.G.C	A.C.G.G	A.C.G.T	C.C.G.A	C.C.G.C	C.C.G.G	C.C.G.T	G.C.G.A	G.C.G.C	G.C.G.G	G.C.G.T	T.C.G.A	T.C.G.C	T.C.G.G	T.C.G.T	A.C.T.A	A.C.T.C	A.C.T.G	A.C.T.T	C.C.T.A	C.C.T.C	C.C.T.G	C.C.T.T	G.C.T.A	G.C.T.C	G.C.T.G	G.C.T.T	T.C.T.A	T.C.T.C	T.C.T.G	T.C.T.T	A.T.A.A	A.T.A.C	A.T.A.G	A.T.A.T	C.T.A.A	C.T.A.C	C.T.A.G	C.T.A.T	G.T.A.A	G.T.A.C	G.T.A.G	G.T.A.T	T.T.A.A	T.T.A.C	T.T.A.G	T.T.A.T	A.T.C.A	A.T.C.C	A.T.C.G	A.T.C.T	C.T.C.A	C.T.C.C	C.T.C.G	C.T.C.T	G.T.C.A	G.T.C.C	G.T.C.G	G.T.C.T	T.T.C.A	T.T.C.C	T.T.C.G	T.T.C.T	A.T.G.A	A.T.G.C	A.T.G.G	A.T.G.T	C.T.G.A	C.T.G.C	C.T.G.G	C.T.G.T	G.T.G.A	G.T.G.C	G.T.G.G	G.T.G.T	T.T.G.A	T.T.G.C	T.T.G.G	T.T.G.T
PD26426_1_chr19_chr19-245631-24512429-gain	1	2	0	2	2	1	0	1	2	0	0	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	1	1	2	1	2	1	1	0	2	1	2	1	7	1	1	0	0	6	0	0	0	0	0	0	3	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
PD26404_1_chr19_chr19-158847-59091717-gain	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2	1	5	1	0	2	3	0	2	0	2	2	1	4	1	4	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	1	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PD26400_1_chr19_chr19-226776-59097308-gain	0	3	1	0	1	2	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	2	0	0	0	0	0	1	1	1	0	1	2	3	4	0	0	3	3	0	0	2	3	2	3	2	3	2	0	0	0	0	0	1	2	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	2	0	1	1	2	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PD26404_2_chr19_chr19-158847-59091717-gain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
V0D56W_2_chr19_chr19-245631-57828896-gain	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD26400_2_chr19_chr19-226776-59097308-gain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
PD26416_1_chr19_chr19-226776-59091928-gain	1	0	0	1	3	1	0	2	0	1	1	1	1	1	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	2	0	0	1	0	0	0	3	5	0	2	3	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
PD26426_2_chr19_chr19-245631-24512429-gain	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PD26429_2_chr19_chr19-226776-36129202-gain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD26429_1_chr19_chr19-226776-36129202-gain	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	1	1	2	2	0	1	3	0	1	3	1	1	2	0	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PD26416_2_chr19_chr19-226776-59091928-gain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MMRC0244BM_1_chr2_chr2-15959-136135923-gain	4	2	0	1	0	1	1	0	1	2	0	1	2	1	0	6	2	0	0	1	1	2	0	1	1	1	0	1	0	0	0	3	3	1	4	4	6	1	2	3	1	3	4	1	3	6	4	3	2	3	0	3	1	0	0	1	2	0	0	0	3	2	1	2	2	1	2	3	4	2	3	5	4	0	3	2	4	1	1	1	4	2	1	5	2	0	0	3	1	0	3	3	4	1	1	5
MMRC0244BM_2_chr2_chr2-15959-136135923-gain	1	1	1	0	0	1	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	1	2	3	2	2	0	5	2	0	0	1	2	2	1	3	2	3	0	3	3	2	0	2	0	0	1	0	0	2	0	1	0	2	0	3	3	1	0	2	1	1	1	1	1	0	0	2	0	3	1	0	2	3	1	3	5	4	1	0	0	2	1	1	2
MMRC006BBM_2_chr2_chr2-163761591-201793113-gain_2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRC006BBM_1_chr2_chr2-163761591-201793113-gain_2	6	1	1	0	4	2	0	2	1	0	0	1	5	3	1	4	0	1	0	0	1	1	0	2	0	0	0	2	16	3	2	23	1	2	2	0	1	1	1	1	1	0	1	1	41	10	5	28	4	0	1	3	1	0	0	1	0	0	0	1	2	0	0	7	0	0	1	0	2	3	0	3	1	0	0	2	2	2	0	2	1	0	1	0	1	0	0	1	1	0	0	0	3	0	3	2
MMRC006BBM_1_chr2_chr2-112445214-163761480-gain	0	1	0	3	3	3	0	4	1	0	1	0	7	5	0	6	0	0	0	1	3	1	0	4	1	0	0	2	14	2	0	16	5	0	3	0	3	4	2	1	3	2	1	4	53	9	10	18	2	0	0	3	4	0	0	3	2	1	1	4	4	0	0	2	2	0	1	0	1	1	0	2	0	2	0	0	1	2	0	1	3	0	4	1	5	0	1	3	0	0	0	2	2	1	1	1
MMRC006BBM_2_chr2_chr2-112445214-163761480-gain	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	2	0	1	0	0	0	0	1	1	0	1	1	1	2	3	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
PD26423_1_chr2_chr2-69965642-242957431-gain	1	2	0	5	1	1	1	2	3	0	0	3	9	6	1	8	1	1	0	1	2	0	0	0	1	1	0	1	0	1	0	4	2	4	3	2	8	4	5	3	3	4	3	0	7	8	1	6	4	1	0	4	3	0	0	2	1	0	2	0	0	1	0	1	5	1	5	4	1	1	2	1	1	1	0	5	3	0	0	1	0	0	1	1	1	0	3	2	1	0	0	0	2	1	0	6
PD26412_2_chr2_chr2-76530-242955595-gain	5	0	0	1	3	2	0	3	3	0	1	4	3	1	0	5	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	3	2	1	4	4	2	2	1	0	1	3	8	2	2	2	5	4	2	1	0	4	0	0	0	0	0	1	1	0	0	0	0	1	7	1	2	3	3	0	2	4	1	3	0	1	4	4	2	5	4	1	1	1	3	1	1	8	0	1	1	3	7	3	2	5
PD26412_1_chr2_chr2-76530-242955595-gain	2	0	0	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2	1	2	1	0	1	1	0	2	1	1	2	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
PD26423_2_chr2_chr2-69965642-242957431-gain	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	2	1	0	0	2	1	1	4	3	2	0	1	1	2	0	0	0	1	1	0	2	2	0	1	0	0	3	0	0	0	2	0	1	1	1	1	2	1	0	0	2	1	0	0	1	3	2	0	0	2	0	0	0	0	0	0	0	2	2	0	1	3
MMRC006BBM_1_chr20_chr20-29945077-62915231-gain	1	0	0	0	0	0	0	1	0	0	1	0	2	3	0	6	2	2	1	3	1	1	0	2	0	0	0	0	10	0	0	14	1	1	6	1	1	0	1	1	3	1	2	1	16	7	0	11	1	0	1	0	3	2	1	0	0	1	0	2	1	0	0	1	1	1	0	2	0	0	0	1	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
MMRC006BBM_2_chr20_chr20-29945077-62915231-gain	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
MMRC023ZBM_1_chr21_chr21-15273232-31514657-gain	2	0	0	1	2	0	1	2	2	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	3	1	2	2	2	0	0	0	2	0	1	0	1	2	1	0	0	0	0	0	0	0	2	4	1	0	0	0	1	0	4	0	1	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	3
MMRC023ZBM_2_chr21_chr21-15273232-31514657-gain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MMRC0244BM_2_chr21_chr21-15273443-48101335-gain	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRC0244BM_1_chr21_chr21-15273443-48101335-gain	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	2	0	1	0	2	1	3	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	1	0	0	2	1	1	0	1	0	0	0	4	0	1	0	1	0	0	0	1
PD26403_2_chr21_chr21-15273232-48101335-gain	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PD26403_1_chr21_chr21-15273232-48101335-gain	2	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	2	2	2	3	1	1	0	0	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	4	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	2	0	0	0	0	2	0	0	2
PD26424_1_chr21_chr21-15281252-48097290-LOH	3	2	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	2	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD26410_1_chr21_chr21-15273817-48063256-gain	1	1	1	1	1	1	0	1	0	1	0	0	2	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	4	1	1	0	2	2	2	1	3	0	1	1	1	2	0	0	0	1	0	0	1	2	0	0	1	2	0	1	0	1	2	0	1	2	1	0	3	2	0	0	2	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0
PD26410_2_chr21_chr21-15273817-48063256-gain	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD26424_2_chr21_chr21-15281252-48097290-LOH	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
MMRC006BBM_1_chr22_chr22-20814667-49999704-gain	1	0	0	1	1	2	0	1	0	1	0	0	4	3	0	3	0	0	0	0	2	0	0	2	0	0	0	1	5	2	0	6	3	0	2	0	1	3	1	2	4	1	2	2	16	3	5	6	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2	1	0	1	1	0	1	0
MMRC006BBM_2_chr22_chr22-20814667-49999704-gain	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MMRC02GIBM_2_chr3_chr3-62288830-197843846-gain	1	1	0	0	1	1	0	0	4	0	1	1	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	3	1	1	2	1	4	0	0	0	1	0	0	1	1	3	0	0	1	0	0	0	0	2	0	0	0	2	1	1	0	4	1	1	1	0	0	2	0	0	4	0	2	0	3	1	3	2	0	0	1	0	0	0	2	0	0	0	3	1	0	0	1
MMRC01Q1BM_1_chr3_chr3-95006016-197842358-gain	2	4	0	1	3	1	1	2	1	0	0	1	4	4	1	4	1	0	0	2	2	1	0	0	1	0	0	2	0	1	0	0	4	3	4	4	3	5	0	3	4	0	4	3	1	5	1	9	2	0	4	3	1	1	1	4	1	1	1	2	1	0	2	5	4	4	6	2	4	1	2	1	2	2	1	2	5	3	1	8	6	2	1	2	3	0	2	1	4	2	4	5	2	2	1	4
MMRC02GIBM_1_chr3_chr3-62288830-197843846-gain	3	1	0	2	2	0	0	1	1	1	1	3	2	1	0	5	2	1	0	2	2	0	0	1	1	1	0	0	0	0	0	1	6	2	7	9	1	3	3	5	1	1	2	2	6	4	2	6	6	1	3	5	0	1	1	4	2	0	0	2	9	0	2	2	9	0	2	7	1	0	1	1	5	2	2	4	3	2	1	6	5	1	0	1	2	0	3	2	0	1	0	1	3	0	2	4
MMRC01Q1BM_2_chr3_chr3-95006016-197842358-gain	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2	1	0	2	0	1	0	0	1	2	2	1	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	1	0	0	2	0	0	3
MMRC00GABM_1_chr3_chr3-60363-197822648-gain	5	5	1	3	12	4	0	1	3	2	2	3	3	2	1	6	5	0	0	4	3	0	0	1	0	1	0	0	2	2	0	4	4	10	11	4	5	2	3	6	2	6	9	3	8	7	1	11	3	1	5	5	3	1	3	2	1	0	0	3	9	2	0	3	9	0	2	3	0	2	2	1	3	3	4	5	2	4	2	4	2	0	1	0	3	1	2	7	0	1	2	2	5	1	0	2
PD26411_2_chr3_chr3-60596-197845233-gain	0	1	0	1	1	0	0	2	1	1	0	1	0	1	0	2	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	2	0	1	0	1	0	1	2	0	1	3	0	0	1	1	1	0	1	1	2	0	0	0	1	1	2	0	0	2	0	1	0	0	0	1	3	1	1	1	1	0	0	1	1	3	1	0	0	2	0	0	1	4	0	1	0	0	0	1	4	3	1	0	3
MMRC00GABM_2_chr3_chr3-60363-197822648-gain	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	1	1	0	2	0	2	0	1	0	2	0	2	1	1	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	2	1	0	0	1	0	0	0	1	1	0	0	1	2	0	0	1	2	1	1	0	0	0	0	0	4	0	2	4
PD26400_1_chr3_chr3-65982-197845233-gain	9	4	1	7	8	3	1	3	3	1	0	4	4	7	0	4	0	0	0	2	2	2	0	4	1	2	1	2	2	1	0	7	10	7	11	6	9	3	2	6	3	7	6	5	11	5	2	7	3	2	14	5	3	4	3	6	3	0	3	4	4	1	1	6	6	1	4	6	3	2	3	3	2	4	5	7	3	5	2	5	3	1	1	3	6	2	7	4	2	1	2	5	4	2	2	5
PD26419_1_chr3_chr3-48404925-181520729-gain	7	3	0	5	7	6	0	3	5	5	0	3	4	5	0	6	5	1	1	1	4	0	0	3	0	0	1	1	12	7	2	10	4	2	3	5	7	0	1	4	0	1	2	3	25	10	4	26	3	3	4	6	3	3	2	2	1	2	1	8	2	2	1	5	2	2	2	6	2	2	4	4	0	0	1	2	4	1	0	7	3	0	3	4	0	1	4	3	1	0	0	2	0	4	4	4
MMRC023ZBM_1_chr3_chr3-60363-150438384-gain	22	14	2	8	20	12	4	12	8	6	0	6	14	8	0	20	6	6	0	6	34	4	0	16	12	4	0	4	20	10	2	24	20	12	12	12	28	6	4	18	18	32	6	28	30	18	8	18	12	6	2	12	8	10	2	12	6	2	0	12	20	4	6	12	24	4	6	18	8	4	8	16	12	2	8	8	26	14	6	20	4	2	2	6	8	8	4	26	8	0	10	8	32	2	6	24
MMRC023ZBM_2_chr3_chr3-60363-150438384-gain	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	2	0	4	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	4	0	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	4	0	0	0	0	2	0	0	4
PD26400_2_chr3_chr3-65982-197845233-gain	0	2	0	1	0	1	0	2	0	1	0	0	1	1	0	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	1	2	1	1	4	0	0	2	0	2	1	2	0	0	0	0	0	1	0	0	0	0	3	1	2	2	1	1	2	1	1	1	1	1	1	1	2	0	1	4	0	0	0	0	0	3	0	1	2	2	0	0	1	5	0	0	0	0
PD26411_1_chr3_chr3-60596-197845233-gain	9	2	1	3	1	1	0	2	1	2	0	3	4	2	0	5	4	0	0	1	4	2	0	2	1	0	0	2	1	1	1	3	8	2	4	3	4	2	2	7	6	2	6	4	9	4	4	7	3	1	2	6	1	4	0	5	1	1	2	5	2	1	0	2	7	2	1	5	1	1	2	1	1	0	4	7	1	3	1	4	5	1	4	2	3	1	0	3	0	0	0	4	8	1	1	11
PD26419_2_chr3_chr3-48404925-181520729-gain	0	2	0	1	1	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	2	0	0	2	0	1	0	0	0	2	5	3	1	5	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	2	0	1	0	2	3	2	1	1	0	1	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1
MMRC0244BM_1_chr3_chr3-61113-193475269-gain	7	1	3	2	2	0	0	2	2	0	0	1	3	2	1	3	1	1	0	1	0	0	1	0	1	1	0	1	0	2	1	4	6	1	8	1	2	4	4	3	6	3	6	5	10	3	6	6	9	0	1	7	0	1	2	2	1	0	1	0	3	4	1	3	9	2	4	3	5	2	5	7	5	2	1	6	3	3	2	8	6	0	0	6	2	2	4	21	3	0	2	4	8	0	3	15
V0D56W_1_chr3_chr3-60596-197842358-gain	6	2	1	1	3	1	0	3	0	3	0	3	5	0	0	3	1	0	0	0	2	2	1	2	0	2	0	0	4	2	0	5	3	4	4	2	2	2	1	2	2	2	0	2	17	5	2	9	2	4	3	6	2	2	1	1	1	2	2	0	5	0	1	1	4	0	5	5	1	0	4	4	4	1	1	2	4	1	1	4	5	0	0	0	1	0	1	4	0	2	2	3	3	1	3	2
MMRC0244BM_2_chr3_chr3-61113-193475269-gain	1	0	0	1	0	0	0	1	1	1	1	2	0	2	0	1	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	4	1	2	1	0	2	5	2	1	0	1	2	0	1	3	1	2	0	1	2	1	0	0	2	0	1	0	0	3	1	0	2	5	1	2	2	3	0	2	0	2	1	1	1	2	1	1	1	3	0	1	1	1	0	2	4	1	0	1	1	2	1	0	6
MMRC023ZBM_1_chr3_chr3-150439822-197842892-gain	3	0	0	1	7	0	2	2	2	0	1	2	2	2	0	4	1	3	1	0	1	0	0	5	0	0	0	0	1	2	0	4	2	0	4	2	3	2	1	4	4	4	0	7	5	6	0	7	2	1	1	1	1	0	0	3	2	0	0	2	0	0	4	2	6	0	3	3	2	1	0	3	1	0	0	5	2	3	3	2	2	0	0	0	2	3	2	1	0	0	1	1	1	0	1	7
MMRC023ZBM_2_chr3_chr3-150439822-197842892-gain	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
PD26416_1_chr3_chr3-90348422-197846280-gain	1	2	0	1	2	0	2	3	1	2	0	0	1	2	0	4	1	0	0	2	0	0	0	1	0	1	0	1	1	0	0	2	2	0	3	3	2	1	2	2	0	1	7	3	2	6	2	1	6	0	0	2	2	1	1	2	0	1	2	0	0	0	0	1	4	3	4	2	1	0	4	1	2	0	2	3	1	0	0	1	3	1	1	0	2	0	0	3	0	0	0	1	0	0	1	1
PD26416_2_chr3_chr3-90348422-197846280-gain	1	0	0	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	1	1	0	0	1
MMRC01YHBM_1_chr3_chr3-60596-194758774-gain	8	1	1	2	4	1	1	1	4	1	1	0	10	4	0	7	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	8	2	10	0	5	1	7	3	2	8	8	4	6	3	6	6	2	2	1	5	0	0	1	1	1	0	1	1	5	3	2	5	5	3	3	4	4	4	1	2	1	2	2	2	1	0	1	6	1	2	1	3	1	0	1	6	0	2	0	2	6	1	2	6
MMRC01YHBM_2_chr3_chr3-60596-194758774-gain	0	0	0	0	2	1	0	1	0	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	3	0	1	2	0	1	2	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	3	1	1	0	1	0	1	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
PD26435_2_chr3_chr3-77942-197846280-gain	2	3	0	5	4	3	0	2	2	0	0	0	3	4	1	4	2	1	0	1	1	0	0	0	2	1	0	1	2	1	0	0	3	1	3	4	2	0	1	4	0	1	1	3	2	1	0	1	1	0	1	3	0	0	2	2	0	2	1	3	2	0	1	3	3	1	1	1	3	2	0	5	2	0	0	1	2	0	1	2	1	1	1	1	0	1	0	5	0	0	0	1	0	0	1	3
PD26435_1_chr3_chr3-77942-197846280-gain	8	5	3	6	7	5	0	5	4	4	1	4	4	9	0	9	4	0	0	3	1	0	1	0	1	1	0	2	2	2	1	8	8	4	2	2	5	2	3	5	4	3	7	2	4	4	1	3	6	3	7	6	3	3	3	3	3	0	0	5	9	3	1	3	5	3	3	3	3	4	5	3	2	1	3	2	2	1	2	3	4	1	5	2	1	0	5	4	0	0	2	1	2	2	1	4
